"address","parcel","sample_date","excavation_date","remediation_status","address_omaha"
"1706 S 8 ST","1517260000",2003-08-13,"2007-05-16","remediated","1706 S 8 ST Omaha, NE"
"1314 S 11 ST","1517460000",2003-09-16,"2006-10-12","remediated","1314 S 11 ST Omaha, NE"
"1319 S 12 ST","1517530000",2003-09-15,"2004-10-28","remediated","1319 S 12 ST Omaha, NE"
"3520 HAMILTON ST","1642300000",2004-11-17,"2006-05-09","remediated","3520 HAMILTON ST Omaha, NE"
"3521 CHARLES ST","1642320000",2005-10-12,"not remediated","not remediated","3521 CHARLES ST Omaha, NE"
"3501 BLONDO ST","1642360000",2004-08-18,"not remediated","not remediated","3501 BLONDO ST Omaha, NE"
"3313 CUMING ST","1642450000",2011-09-29,"2011-10-03","remediated","3313 CUMING ST Omaha, NE"
"3319 CUMING ST","1642470000",2003-12-04,"2008-07-21","remediated","3319 CUMING ST Omaha, NE"
"819 N 34 ST","1642490000",2008-07-22,"2008-09-24","remediated","819 N 34 ST Omaha, NE"
"3320 BURT ST","1642510000",2003-09-19,"2005-11-21","remediated","3320 BURT ST Omaha, NE"
"3314 BURT ST","1848050104",2004-01-17,"2007-08-31","remediated","3314 BURT ST Omaha, NE"
"3407 CUMING ST","1642610000",2008-07-11,"not remediated","not remediated","3407 CUMING ST Omaha, NE"
"816 N 34 ST","1642620000",2003-11-19,"2011-08-15","remediated","816 N 34 ST Omaha, NE"
"3423 CUMING ST","1642660000",2005-05-11,"not remediated","not remediated","3423 CUMING ST Omaha, NE"
"815 N 35 ST","1642690000",2004-08-18,"2007-08-03","remediated","815 N 35 ST Omaha, NE"
"3418 BURT ST","1642710000",2003-06-19,"2012-07-27","remediated","3418 BURT ST Omaha, NE"
"803 N 35 ST","1642740000",2003-12-05,"2009-09-22","remediated","803 N 35 ST Omaha, NE"
"801 N 35 ST","1642750000",2003-08-11,"2004-06-14","remediated","801 N 35 ST Omaha, NE"
"810 N 34 ST","1642800000",2003-11-19,"2007-07-25","remediated","810 N 34 ST Omaha, NE"
"3807 CUMING ST","1642950000",2004-01-20,"not remediated","not remediated","3807 CUMING ST Omaha, NE"
"3802 BURT ST","1643010000",2003-06-04,"not remediated","not remediated","3802 BURT ST Omaha, NE"
"3650 BURT ST","1643030000",2003-09-19,"not remediated","not remediated","3650 BURT ST Omaha, NE"
"3107 DECATUR ST","1643070000",2003-09-17,"2012-07-25","remediated","3107 DECATUR ST Omaha, NE"
"3115 DECATUR ST","1643090000",2003-09-17,"2006-05-23","remediated","3115 DECATUR ST Omaha, NE"
"1723 N 32 ST","1643110000",2006-04-27,"not remediated","not remediated","1723 N 32 ST Omaha, NE"
"1711 N 32 ST","1643150000",2004-04-13,"not remediated","not remediated","1711 N 32 ST Omaha, NE"
"3116 FRANKLIN ST","1643190000",2006-08-30,"not remediated","not remediated","3116 FRANKLIN ST Omaha, NE"
"1708 N 31 ST","1643210000",2006-08-30,"not remediated","not remediated","1708 N 31 ST Omaha, NE"
"3207 DECATUR ST","1643260000",2004-08-23,"2011-07-26","remediated","3207 DECATUR ST Omaha, NE"
"1723 N 33 ST","1643350004",2010-04-26,"not remediated","not remediated","1723 N 33 ST Omaha, NE"
"3224 FRANKLIN ST","1643360000",2003-08-05,"not remediated","not remediated","3224 FRANKLIN ST Omaha, NE"
"3212 FRANKLIN ST","1643390000",2003-11-14,"not remediated","not remediated","3212 FRANKLIN ST Omaha, NE"
"1824 N 32 ST","1643430000",1999-09-11,"not remediated","not remediated","1824 N 32 ST Omaha, NE"
"1820 N 32 ST","1643440000",2003-12-18,"2012-06-06","remediated","1820 N 32 ST Omaha, NE"
"1812 N 32 ST","1643570000",2003-06-25,"2011-06-28","remediated","1812 N 32 ST Omaha, NE"
"1802 N 32 ST","1643590000",2004-09-10,"2013-10-02","remediated","1802 N 32 ST Omaha, NE"
"1821 N 32 ST","1643660000",2008-08-15,"not remediated","not remediated","1821 N 32 ST Omaha, NE"
"3120 DECATUR ST","1643720000",2003-09-25,"not remediated","not remediated","3120 DECATUR ST Omaha, NE"
"3106 DECATUR ST","1643770000",2005-10-03,"2012-10-22","remediated","3106 DECATUR ST Omaha, NE"
"2518 S 7 ST","1643860002",2005-06-28,"not remediated","not remediated","2518 S 7 ST Omaha, NE"
"4920 FONTENELLE BD","1643890000",2004-01-30,"not remediated","not remediated","4920 FONTENELLE BD Omaha, NE"
"4309 SARATOGA ST","1643930000",2003-12-05,"2010-05-25","remediated","4309 SARATOGA ST Omaha, NE"
"4313 SARATOGA ST","1643950000",2003-12-04,"not remediated","not remediated","4313 SARATOGA ST Omaha, NE"
"2440 TEMPLETON ST","1644110000",1999-10-24,"2007-06-08","remediated","2440 TEMPLETON ST Omaha, NE"
"2425 TEMPLETON ST","1644470000",2004-10-22,"2008-08-26","remediated","2425 TEMPLETON ST Omaha, NE"
"2407 TEMPLETON ST","1644530000",2004-10-06,"not remediated","not remediated","2407 TEMPLETON ST Omaha, NE"
"3558 GOLD ST","1644870002",2004-07-01,"not remediated","not remediated","3558 GOLD ST Omaha, NE"
"2521 S 37 ST","1644930000",2008-08-19,"not remediated","not remediated","2521 S 37 ST Omaha, NE"
"2509 S 37 ST","1644960001",2004-08-23,"not remediated","not remediated","2509 S 37 ST Omaha, NE"
"2502 S 37 ST","1645000002",2004-09-14,"not remediated","not remediated","2502 S 37 ST Omaha, NE"
"2509 S 38 ST","1645080000",2003-10-14,"not remediated","not remediated","2509 S 38 ST Omaha, NE"
"2622 S 38 ST","1645220000",2004-11-15,"not remediated","not remediated","2622 S 38 ST Omaha, NE"
"2625 S 38 ST","1645290000",2008-07-23,"not remediated","not remediated","2625 S 38 ST Omaha, NE"
"2608 S 36 ST","1645360000",2003-10-29,"not remediated","not remediated","2608 S 36 ST Omaha, NE"
"2620 S 36 ST","1645390000",2003-11-03,"not remediated","not remediated","2620 S 36 ST Omaha, NE"
"2612 S 35 AV","1645490000",2003-10-30,"not remediated","not remediated","2612 S 35 AV Omaha, NE"
"4010 SPRING CR","1700040000",2004-08-20,"not remediated","not remediated","4010 SPRING CR Omaha, NE"
"4009 SPRING CR","1700170000",2004-08-05,"not remediated","not remediated","4009 SPRING CR Omaha, NE"
"4026 VINTON ST","1700260000",2014-03-13,"not remediated","not remediated","4026 VINTON ST Omaha, NE"
"6207 N 39 ST","1313560000",2006-08-10,"not remediated","not remediated","6207 N 39 ST Omaha, NE"
"3010 R ST","1734500000",1999-09-10,"not remediated","not remediated","3010 R ST Omaha, NE"
"6510 S 36 ST","1735790000",2011-06-15,"not remediated","not remediated","6510 S 36 ST Omaha, NE"
"6518 S 36 ST","1735810000",2006-09-15,"not remediated","not remediated","6518 S 36 ST Omaha, NE"
"3631 MADISON ST","1735970000",2011-04-13,"not remediated","not remediated","3631 MADISON ST Omaha, NE"
"3614 DREXEL ST","1736120000",2008-07-03,"not remediated","not remediated","3614 DREXEL ST Omaha, NE"
"3630 DREXEL ST","1736170000",2003-12-02,"not remediated","not remediated","3630 DREXEL ST Omaha, NE"
"3635 MONROE ST","1736260002",2004-01-08,"not remediated","not remediated","3635 MONROE ST Omaha, NE"
"3625 MONROE ST","1736290000",2004-01-06,"not remediated","not remediated","3625 MONROE ST Omaha, NE"
"3614 POLK ST","1736460002",2009-07-01,"not remediated","not remediated","3614 POLK ST Omaha, NE"
"3745 DREXEL ST","1736560000",2013-07-02,"not remediated","not remediated","3745 DREXEL ST Omaha, NE"
"3611 DREXEL ST","1736650000",2008-08-15,"not remediated","not remediated","3611 DREXEL ST Omaha, NE"
"3616 HARRISON ST","1736740000",2004-10-27,"not remediated","not remediated","3616 HARRISON ST Omaha, NE"
"3638 HARRISON ST","1736830002",2004-12-20,"2024-08-19","remediated","3638 HARRISON ST Omaha, NE"
"1712 S 18 ST","1264123106",2007-10-17,"not remediated","not remediated","1712 S 18 ST Omaha, NE"
"1406 S 16 ST","1264123150",2008-09-12,"2010-04-19","remediated","1406 S 16 ST Omaha, NE"
"3403 WEBSTER ST","1264140000",2003-07-16,"not remediated","not remediated","3403 WEBSTER ST Omaha, NE"
"3405 WEBSTER ST","1264150000",2016-03-23,"not remediated","not remediated","3405 WEBSTER ST Omaha, NE"
"3417 WEBSTER ST","1264220000",2004-07-15,"2013-07-30","remediated","3417 WEBSTER ST Omaha, NE"
"3431 WEBSTER ST","1264260000",2004-10-06,"not remediated","not remediated","3431 WEBSTER ST Omaha, NE"
"3509 WEBSTER ST","1264290000",2004-08-13,"2006-06-12","remediated","3509 WEBSTER ST Omaha, NE"
"3521 WEBSTER ST","1264330000",2005-12-07,"2011-11-11","remediated","3521 WEBSTER ST Omaha, NE"
"623 N 36 ST","1264340000",2003-07-31,"not remediated","not remediated","623 N 36 ST Omaha, NE"
"603 N 36 ST","1264380000",2004-07-19,"not remediated","not remediated","603 N 36 ST Omaha, NE"
"3512 CALIFORNIA ST","1264410000",2004-08-16,"2024-07-10","remediated","3512 CALIFORNIA ST Omaha, NE"
"3434 CALIFORNIA ST","1264440000",2004-08-03,"not remediated","not remediated","3434 CALIFORNIA ST Omaha, NE"
"3430 CALIFORNIA ST","1264450000",2003-06-23,"2012-06-27","remediated","3430 CALIFORNIA ST Omaha, NE"
"3312 S 20 ST","1300050000",2003-07-09,"not remediated","not remediated","3312 S 20 ST Omaha, NE"
"2025 DEER PARK BD","1300070000",2003-09-25,"not remediated","not remediated","2025 DEER PARK BD Omaha, NE"
"3409 S 21 ST","1300090000",2003-06-24,"2005-12-31","remediated","3409 S 21 ST Omaha, NE"
"2016 CURLEW LA","1300120002",2006-04-27,"not remediated","not remediated","2016 CURLEW LA Omaha, NE"
"3314 S 20 ST","1300140000",2004-08-18,"not remediated","not remediated","3314 S 20 ST Omaha, NE"
"3322 S 20 ST","1300160000",2004-08-26,"2009-06-25","remediated","3322 S 20 ST Omaha, NE"
"3505 S 21 ST","1300240000",2003-07-21,"2011-09-13","remediated","3505 S 21 ST Omaha, NE"
"3422 S 21 ST","1300290000",2004-08-18,"2005-11-03","remediated","3422 S 21 ST Omaha, NE"
"3414 S 21 ST","1300300000",2011-07-22,"2011-08-24","remediated","3414 S 21 ST Omaha, NE"
"3064 S 16 ST","1300360000",2003-08-20,"not remediated","not remediated","3064 S 16 ST Omaha, NE"
"1619 FREDERICK ST","1300410002",2003-08-28,"not remediated","not remediated","1619 FREDERICK ST Omaha, NE"
"4363 S 42 ST","1300510002",2004-08-06,"not remediated","not remediated","4363 S 42 ST Omaha, NE"
"4417 S 42 ST","1300540000",2003-06-04,"not remediated","not remediated","4417 S 42 ST Omaha, NE"
"4360 S 42 ST","1300580000",2004-07-14,"not remediated","not remediated","4360 S 42 ST Omaha, NE"
"4405 S 42 AV","1300620002",2003-06-12,"not remediated","not remediated","4405 S 42 AV Omaha, NE"
"4374 S 42 ST","1300630001",2003-11-18,"not remediated","not remediated","4374 S 42 ST Omaha, NE"
"4315 S 42 AV","1300650000",2008-09-03,"not remediated","not remediated","4315 S 42 AV Omaha, NE"
"4602 S 42 ST","1301090002",2003-06-27,"2008-12-12","remediated","4602 S 42 ST Omaha, NE"
"4251 J ST","1300780000",2005-01-12,"not remediated","not remediated","4251 J ST Omaha, NE"
"4525 S 45 ST","1300890000",2009-07-24,"not remediated","not remediated","4525 S 45 ST Omaha, NE"
"4605 S 45 ST","1300940000",2003-09-21,"not remediated","not remediated","4605 S 45 ST Omaha, NE"
"4502 S 39 ST","1301100000",2005-11-08,"not remediated","not remediated","4502 S 39 ST Omaha, NE"
"3915 J ST","1301170000",2003-10-09,"not remediated","not remediated","3915 J ST Omaha, NE"
"3919 J ST","1301180000",2004-12-02,"not remediated","not remediated","3919 J ST Omaha, NE"
"3936 L ST","1301280004",2005-08-08,"2023-09-20","remediated","3936 L ST Omaha, NE"
"4536 S 39 ST","1301340006",2003-07-15,"not remediated","not remediated","4536 S 39 ST Omaha, NE"
"2932 S 18 ST","1301460000",2004-07-19,"2009-06-25","remediated","2932 S 18 ST Omaha, NE"
"3008 S 18 ST","1301490000",2004-07-20,"2005-10-01","remediated","3008 S 18 ST Omaha, NE"
"3019 S 18 ST","1301570002",2003-06-25,"not remediated","not remediated","3019 S 18 ST Omaha, NE"
"3056 S 17 ST","1301640000",2004-07-18,"not remediated","not remediated","3056 S 17 ST Omaha, NE"
"3041 S 18 ST","1301760000",2004-08-30,"not remediated","not remediated","3041 S 18 ST Omaha, NE"
"2567 FORT ST","1301810000",2004-01-16,"not remediated","not remediated","2567 FORT ST Omaha, NE"
"2622 CAMDEN AV","1301910000",1999-10-21,"2013-08-03","remediated","2622 CAMDEN AV Omaha, NE"
"2604 CAMDEN AV","1301950000",2005-08-09,"2007-07-25","remediated","2604 CAMDEN AV Omaha, NE"
"2565 CAMDEN AV","1302050000",2004-10-14,"not remediated","not remediated","2565 CAMDEN AV Omaha, NE"
"2604 BROWNE ST","1302190000",2007-10-02,"not remediated","not remediated","2604 BROWNE ST Omaha, NE"
"5406 N 24 ST","1302280000",2003-11-11,"2011-08-03","remediated","5406 N 24 ST Omaha, NE"
"5325 N 25 ST","1302370000",2006-08-24,"2007-09-28","remediated","5325 N 25 ST Omaha, NE"
"5344 N 25 ST","1302470000",2008-07-24,"2009-10-30","remediated","5344 N 25 ST Omaha, NE"
"2516 FORT ST","1302580000",2006-06-19,"2011-06-20","remediated","2516 FORT ST Omaha, NE"
"5331 N 25 AV","1302660000",1999-10-25,"2013-09-10","remediated","5331 N 25 AV Omaha, NE"
"2446 BROWNE ST","1302850000",2003-12-15,"2006-08-12","remediated","2446 BROWNE ST Omaha, NE"
"4715 N 41 ST","1302960000",2005-09-30,"not remediated","not remediated","4715 N 41 ST Omaha, NE"
"2812 N 19 ST","1633490006",2003-11-18,"2006-09-26","remediated","2812 N 19 ST Omaha, NE"
"2311 N 22 ST","1420800400",2004-05-26,"2006-12-31","remediated","2311 N 22 ST Omaha, NE"
"2111 W ST","1420810000",2003-12-20,"2007-09-05","remediated","2111 W ST Omaha, NE"
"5809 S 22 ST","1420860000",2003-12-19,"2006-09-19","remediated","5809 S 22 ST Omaha, NE"
"2013 MADISON CR","1421110000",2008-06-19,"not remediated","not remediated","2013 MADISON CR Omaha, NE"
"1905 DREXEL ST","1421380000",2014-05-27,"not remediated","not remediated","1905 DREXEL ST Omaha, NE"
"1924 S 17 ST","1410920000",2011-04-13,"2011-10-26","remediated","1924 S 17 ST Omaha, NE"
"1823 N 18 ST","1218950775",2007-10-18,"not remediated","not remediated","1823 N 18 ST Omaha, NE"
"3117 S 22 ST","2536820000",2007-09-18,"2008-07-23","remediated","3117 S 22 ST Omaha, NE"
"2104 VINTON ST","2536820000",2007-09-21,"2008-07-23","remediated","2104 VINTON ST Omaha, NE"
"2620 CALDWELL ST","1432470404",2009-10-19,"not remediated","not remediated","2620 CALDWELL ST Omaha, NE"
"3313 CALIFORNIA ST","2203980000",2003-06-12,"not remediated","not remediated","3313 CALIFORNIA ST Omaha, NE"
"3316 CASS ST","2204010000",2003-07-09,"not remediated","not remediated","3316 CASS ST Omaha, NE"
"4534 MARCY ST","2204190000",2008-10-13,"not remediated","not remediated","4534 MARCY ST Omaha, NE"
"4518 MARCY ST","2204230000",2009-06-02,"not remediated","not remediated","4518 MARCY ST Omaha, NE"
"912 S 45 ST","2204810000",2008-11-17,"not remediated","not remediated","912 S 45 ST Omaha, NE"
"4515 MARCY ST","2204830000",2012-06-08,"not remediated","not remediated","4515 MARCY ST Omaha, NE"
"4537 MARCY ST","2204890000",2008-11-10,"not remediated","not remediated","4537 MARCY ST Omaha, NE"
"4520 MAYBERRY ST","2204980000",2009-07-01,"2010-09-17","remediated","4520 MAYBERRY ST Omaha, NE"
"4504 MAYBERRY ST","2205010000",2008-11-25,"not remediated","not remediated","4504 MAYBERRY ST Omaha, NE"
"3216 S 42 ST","2205220000",2015-04-01,"not remediated","not remediated","3216 S 42 ST Omaha, NE"
"3205 S 43 ST","2205280000",2003-10-31,"not remediated","not remediated","3205 S 43 ST Omaha, NE"
"3208 S 42 ST","2205300002",2003-11-09,"not remediated","not remediated","3208 S 42 ST Omaha, NE"
"1354 JAYNES ST","2205450002",2003-12-07,"not remediated","not remediated","1354 JAYNES ST Omaha, NE"
"1312 JAYNES ST","2205550006",2004-01-14,"not remediated","not remediated","1312 JAYNES ST Omaha, NE"
"1429 JAYNES ST","2205960000",2003-12-05,"not remediated","not remediated","1429 JAYNES ST Omaha, NE"
"5423 N 14 AV","2206380002",2022-10-24,"not remediated","not remediated","5423 N 14 AV Omaha, NE"
"1318 OGDEN ST","2206530000",2004-01-15,"not remediated","not remediated","1318 OGDEN ST Omaha, NE"
"3117 S 32 AV","2322590002",2016-08-10,"not remediated","not remediated","3117 S 32 AV Omaha, NE"
"3264 VINTON ST","2322680000",2003-10-27,"not remediated","not remediated","3264 VINTON ST Omaha, NE"
"3204 S 32 AV","2322850000",2003-10-22,"not remediated","not remediated","3204 S 32 AV Omaha, NE"
"3267 VINTON ST","2322930000",2004-08-19,"not remediated","not remediated","3267 VINTON ST Omaha, NE"
"3281 VINTON ST","2322960000",2004-07-29,"2013-08-12","remediated","3281 VINTON ST Omaha, NE"
"3107 VINTON ST","2323050000",2008-11-07,"not remediated","not remediated","3107 VINTON ST Omaha, NE"
"3127 VINTON ST","2323100000",2005-07-08,"not remediated","not remediated","3127 VINTON ST Omaha, NE"
"3209 S 32 AV","2323130000",2005-11-17,"not remediated","not remediated","3209 S 32 AV Omaha, NE"
"3132 HASCALL ST","2323150000",2003-10-29,"2010-07-06","remediated","3132 HASCALL ST Omaha, NE"
"3305 S 32 AV","2323330002",2003-10-22,"not remediated","not remediated","3305 S 32 AV Omaha, NE"
"3263 HASCALL ST","2323530000",2003-10-28,"not remediated","not remediated","3263 HASCALL ST Omaha, NE"
"3303 S 35 ST","2323640002",2004-08-18,"not remediated","not remediated","3303 S 35 ST Omaha, NE"
"3111 SPRING ST","2324150000",2004-08-05,"not remediated","not remediated","3111 SPRING ST Omaha, NE"
"3203 SPRING ST","2324200000",2016-03-17,"2017-09-14","remediated","3203 SPRING ST Omaha, NE"
"3303 SPRING ST","2324310000",2006-09-14,"not remediated","not remediated","3303 SPRING ST Omaha, NE"
"817 S 59 ST","1012550000",2011-10-26,"2014-07-08","remediated","817 S 59 ST Omaha, NE"
"849 S 59 ST","1012630000",2008-09-30,"not remediated","not remediated","849 S 59 ST Omaha, NE"
"3222 CENTER ST","1013230000",2009-01-09,"2010-06-09","remediated","3222 CENTER ST Omaha, NE"
"3460 S 14 ST","1013250000",2003-05-23,"not remediated","not remediated","3460 S 14 ST Omaha, NE"
"3455 S 15 ST","1013340000",2003-08-19,"not remediated","not remediated","3455 S 15 ST Omaha, NE"
"3458 S 15 ST","1013370000",2003-08-19,"2010-08-05","remediated","3458 S 15 ST Omaha, NE"
"3466 S 15 ST","1013390000",2003-08-19,"2010-08-04","remediated","3466 S 15 ST Omaha, NE"
"3461 S 16 ST","1013460000",2003-08-20,"2010-04-05","remediated","3461 S 16 ST Omaha, NE"
"2439 LARIMORE AV","1013920000",2003-12-15,"not remediated","not remediated","2439 LARIMORE AV Omaha, NE"
"2234 N 18 ST","1014000000",2005-08-31,"2010-11-02","remediated","2234 N 18 ST Omaha, NE"
"2222 N 18 ST","1014030000",2005-08-31,"2014-05-06","remediated","2222 N 18 ST Omaha, NE"
"2237 FLORENCE BD","1014100002",2004-05-19,"2004-05-26","remediated","2237 FLORENCE BD Omaha, NE"
"2252 N 19 ST","1014150000",2004-08-05,"2011-12-05","remediated","2252 N 19 ST Omaha, NE"
"5216 WESTERN AV","1015400000",2009-06-19,"not remediated","not remediated","5216 WESTERN AV Omaha, NE"
"809 S 35 AV","1015560000",2004-08-10,"2009-10-13","remediated","809 S 35 AV Omaha, NE"
"812 S 35 ST","1015580000",2003-10-13,"2008-07-29","remediated","812 S 35 ST Omaha, NE"
"5825 N 29 ST","1016730000",2008-09-10,"not remediated","not remediated","5825 N 29 ST Omaha, NE"
"5512 N 27 ST","1016860000",2004-01-15,"not remediated","not remediated","5512 N 27 ST Omaha, NE"
"5362 N 27 ST","1016900002",2007-09-26,"not remediated","not remediated","5362 N 27 ST Omaha, NE"
"5340 N 27 ST","1016950000",2005-11-30,"not remediated","not remediated","5340 N 27 ST Omaha, NE"
"5321 N 27 AV","1017110000",1999-12-02,"not remediated","not remediated","5321 N 27 AV Omaha, NE"
"5363 N 27 AV","1017210000",1999-11-03,"not remediated","not remediated","5363 N 27 AV Omaha, NE"
"5375 N 27 AV","1017240000",2008-09-16,"not remediated","not remediated","5375 N 27 AV Omaha, NE"
"5388 N 27 AV","1017300000",2003-12-10,"not remediated","not remediated","5388 N 27 AV Omaha, NE"
"5334 N 27 AV","1017430000",2008-12-09,"not remediated","not remediated","5334 N 27 AV Omaha, NE"
"5324 N 27 AV","1017460000",2003-11-22,"2012-06-07","remediated","5324 N 27 AV Omaha, NE"
"5314 N 27 AV","1017480000",2009-04-29,"not remediated","not remediated","5314 N 27 AV Omaha, NE"
"2303 N 49 ST","1204830000",2008-12-02,"2010-08-12","remediated","2303 N 49 ST Omaha, NE"
"4831 ERSKINE ST","1204910000",2008-10-07,"not remediated","not remediated","4831 ERSKINE ST Omaha, NE"
